tingkat setelah parent,parent,similarity
3,pelebaran,"[('pengaspalan', 0.6650599241256714), ('pengerasan', 0.634685218334198), ('penyempitan', 0.6264072060585022), ('kemacetan', 0.5431739687919617), ('tanggul', 0.5384176969528198), ('setapak', 0.5350847840309143), ('pendangkalan', 0.5231475830078125), ('buntu', 0.5202051401138306), ('perluasan', 0.5198923349380493), ('senderan', 0.5133237838745117)]"
3,peledakan,"[('pengeboman', 0.653958261013031), ('bom', 0.6076064705848694), ('penembakan', 0.6059606075286865), ('ledakan', 0.6014050841331482), ('sabotase', 0.5975329279899597), ('meledakkan', 0.5853281021118164), ('pemboman', 0.5839471817016602), ('penjinakan', 0.5582505464553833), ('diledakkan', 0.5490289926528931), ('perampokan', 0.548179030418396)]"
3,pembalakan,"[('penebangan', 0.7807306051254272), ('penggundulan', 0.6322177648544312), ('perburuan', 0.6216961145401001), ('deforestasi', 0.6137880086898804), ('perusakan', 0.6056646704673767), ('hidupan', 0.6010486483573914), ('perambahan', 0.5975447297096252), ('pungutan', 0.5923824310302734), ('eksploitasi', 0.5489233732223511), ('liar', 0.5412088632583618)]"
3,pembantaian,"[('kerusuhan', 0.7102939486503601), ('penembakan', 0.7072272300720215), ('pembunuhan', 0.6968938112258911), ('genosida', 0.6852523684501648), ('pengeboman', 0.6797031760215759), ('penjarahan', 0.6624026298522949), ('penyanderaan', 0.6617720127105713), ('pogrom', 0.6406357884407043), ('insiden', 0.6187449097633362), ('peristiwa', 0.6025719046592712)]"
3,pembersihan,"[('pemusnahan', 0.648571789264679), ('penghancuran', 0.6352709531784058), ('penyiksaan', 0.58404940366745), ('penjarahan', 0.5832086801528931), ('perusakan', 0.5761286020278931), ('pengusiran', 0.5733815431594849), ('penghilangan', 0.5653730034828186), ('pengrusakan', 0.5583829879760742), ('relokasi', 0.5565687417984009), ('eksekusi', 0.5553157329559326)]"
3,pembongkaran,"[('pemindahan', 0.6121176481246948), ('pemugaran', 0.601007342338562), ('penggusuran', 0.5948724746704102), ('penghancuran', 0.5811553001403809), ('penyitaan', 0.580079197883606), ('renovasi', 0.5716623663902283), ('pembersihan', 0.5547625422477722), ('penggeledahan', 0.5539455413818359), ('relokasi', 0.5504599213600159), ('peledakan', 0.5386064648628235)]"
3,pemborosan,"[('penghematan', 0.6679911613464355), ('kelangkaan', 0.6133224964141846), ('defisit', 0.5900532603263855), ('pengeluaran', 0.5824089050292969), ('pengurangan', 0.5737711787223816), ('ketidak', 0.5598151683807373), ('kelalaian', 0.5531291365623474), ('pengetatan', 0.5512914061546326), ('kerugian', 0.5511110424995422), ('inefisiensi', 0.550493597984314)]"
3,pembusukan,"[('dehidrasi', 0.7789909243583679), ('dekomposisi', 0.7789232134819031), ('kontaminasi', 0.7201016545295715), ('pengeringan', 0.7162067294120789), ('penumpukan', 0.7089349627494812), ('keracunan', 0.7087699770927429), ('pelapukan', 0.6918684244155884), ('pengendapan', 0.6879569888114929), ('nekrosis', 0.6836543679237366), ('pembengkakan', 0.6795135736465454)]"
3,pemusnahan,"[('penghancuran', 0.6854979991912842), ('pembersihan', 0.648571789264679), ('pengusiran', 0.5994359850883484), ('penjarahan', 0.5822838544845581), ('deportasi', 0.5618720650672913), ('pembasmian', 0.5606046319007874), ('evakuasi', 0.5532251000404358), ('genosida', 0.5519911050796509), ('penyiksaan', 0.5501947999000549), ('holokaus', 0.5469270944595337)]"
3,penampakan,"[('keanehan', 0.578632116317749), ('mukjizat', 0.5560309290885925), ('globster', 0.517549455165863), ('kejadian', 0.5093764662742615), ('fenomena', 0.5025532245635986), ('penggambaran', 0.49787038564682007), ('kenampakan', 0.4947179853916168), ('penglihatan', 0.4941997230052948), ('mitos', 0.4817715585231781), ('halusinasi', 0.4806661605834961)]"
3,pencairan,"[('pembekuan', 0.6797074675559998), ('pelelehan', 0.6381568312644958), ('sedimentasi', 0.6365953087806702), ('penyusutan', 0.6245009899139404), ('erosi', 0.6204878687858582), ('kebocoran', 0.6203358769416809), ('kontaminasi', 0.6191902756690979), ('penumpukan', 0.6163572669029236), ('penipisan', 0.599118173122406), ('pengendapan', 0.5978125333786011)]"
3,pencobaan,"[('penderitaan', 0.6800880432128906), ('kesusahan', 0.6400608420372009), ('pertobatan', 0.633377194404602), ('kesengsaraan', 0.632060170173645), ('nubuat', 0.5955249667167664), ('siksaan', 0.5917145013809204), ('keburukan', 0.5914860963821411), ('kesukaran', 0.5893890857696533), ('dosa', 0.5676524043083191), ('ayub', 0.5639129877090454)]"
3,pendangkalan,"[('sedimentasi', 0.7876824736595154), ('erosi', 0.7366247773170471), ('abrasi', 0.7161355018615723), ('pengikisan', 0.6823076009750366), ('eutrofikasi', 0.6722650527954102), ('meluapnya', 0.6608771681785583), ('terganggunya', 0.6398012042045593), ('pengendapan', 0.637907862663269), ('penyempitan', 0.6335955262184143), ('rusaknya', 0.6279764771461487)]"
3,penderitaannya,"[('kesedihan', 0.6695467233657837), ('kesusahan', 0.6652567386627197), ('kesedihannya', 0.6635240912437439), ('perbuatannya', 0.6589977145195007), ('penderitaan', 0.6449372172355652), ('kemalangan', 0.6358465552330017), ('kesalahannya', 0.6350082755088806), ('penyesalan', 0.6270408630371094), ('keputusasaan', 0.6233527660369873), ('tindakannya', 0.6214461326599121)]"
3,penebangan,"[('pembalakan', 0.7807305455207825), ('penggundulan', 0.6432754993438721), ('deforestasi', 0.6205066442489624), ('penanaman', 0.6036079525947571), ('hutannya', 0.5975032448768616), ('eksploitasi', 0.5964967012405396), ('perburuan', 0.5904451608657837), ('penambangan', 0.5886958837509155), ('reboisasi', 0.582623302936554), ('pemanenan', 0.5815345644950867)]"
3,penembakan,"[('pembantaian', 0.7072272300720215), ('pengeboman', 0.6783979535102844), ('penyanderaan', 0.6761554479598999), ('penyergapan', 0.6440949440002441), ('pemboman', 0.6392832398414612), ('pembunuhan', 0.6365798115730286), ('penculikan', 0.6260877847671509), ('penggerebekan', 0.6247681975364685), ('peledakan', 0.605960488319397), ('insiden', 0.603648841381073)]"
3,penganiayaan,"[('penindasan', 0.777614176273346), ('persekusi', 0.7112447619438171), ('penyiksaan', 0.697670578956604), ('kekejaman', 0.67611163854599), ('penjarahan', 0.6633709073066711), ('pelecehan', 0.6454423666000366), ('siksaan', 0.6392934322357178), ('represi', 0.6351255774497986), ('pengucilan', 0.6329187154769897), ('kemurtadan', 0.6232998371124268)]"
3,pengeboman,"[('pemboman', 0.7697563171386719), ('pembantaian', 0.6797032952308655), ('penembakan', 0.6783980131149292), ('penyerangan', 0.6618683934211731), ('peledakan', 0.653958261013031), ('serangan', 0.6517147421836853), ('bom', 0.6447958946228027), ('penyerbuan', 0.6385033130645752), ('penggerebekan', 0.6111354827880859), ('dibom', 0.608857274055481)]"
3,pengendapan,"[('pelapukan', 0.8030178546905518), ('kristalisasi', 0.7960041165351868), ('sedimentasi', 0.7906566858291626), ('dekomposisi', 0.7690428495407104), ('pelarutan', 0.7653345465660095), ('alterasi', 0.7606836557388306), ('endapan', 0.7460485100746155), ('kondensasi', 0.7368269562721252), ('sedimen', 0.7348877191543579), ('penguapan', 0.7345212697982788)]"
3,pengepungan,"[('pertempuran', 0.7094969749450684), ('penyerbuan', 0.6855995655059814), ('penaklukan', 0.6673812866210938), ('penyerangan', 0.6646278500556946), ('penaklukkan', 0.6602606773376465), ('serbuan', 0.6245290040969849), ('peperangan', 0.6229662895202637), ('invasi', 0.6150768995285034), ('penjarahan', 0.6133085489273071), ('mengepung', 0.6112362742424011)]"
3,penggundulan,"[('teutoburg', 0.7066699266433716), ('perambahan', 0.703971803188324), ('deforestasi', 0.6951282024383545), ('pembabatan', 0.6861196756362915), ('nemisa', 0.6780349016189575), ('helheim', 0.6580297350883484), ('kaombo', 0.6560794115066528), ('perambah', 0.6516337990760803), ('penebangan', 0.6432755589485168), ('anjajavy', 0.6406976580619812)]"
3,penguapan,"[('evaporasi', 0.7822813391685486), ('penyerapan', 0.7553985118865967), ('kondensasi', 0.7390867471694946), ('filtrasi', 0.738967776298523), ('dekomposisi', 0.7360886335372925), ('pengendapan', 0.7345211505889893), ('presipitasi', 0.7341620326042175), ('pendinginan', 0.7273522019386292), ('transpirasi', 0.7254292368888855), ('kristalisasi', 0.7143576741218567)]"
3,pengusiran,"[('penjarahan', 0.6381598114967346), ('penindasan', 0.6374568343162537), ('eksodus', 0.6241948008537292), ('penganiayaan', 0.6205546259880066), ('penghancuran', 0.6197811365127563), ('pembelotan', 0.6019954681396484), ('pemusnahan', 0.5994360446929932), ('emigrasi', 0.5960606932640076), ('deportasi', 0.5888752341270447), ('kristenisasi', 0.585544764995575)]"
3,penipisan,"[('ozon', 0.7096455693244934), ('penyusutan', 0.7025688290596008), ('kontaminasi', 0.6967360973358154), ('fluktuasi', 0.6967357397079468), ('erosi', 0.6795384287834167), ('penumpukan', 0.6752579212188721), ('berkurangnya', 0.6578112840652466), ('pelapukan', 0.6548689603805542), ('dekomposisi', 0.654320240020752), ('penguapan', 0.6472489833831787)]"
3,penjarahan,"[('penghancuran', 0.7145434021949768), ('perusakan', 0.6664246916770935), ('penganiayaan', 0.6633708477020264), ('pembantaian', 0.6624026894569397), ('pengrusakan', 0.6613984704017639), ('perampokan', 0.6526093482971191), ('pengusiran', 0.6381596922874451), ('perampasan', 0.635677695274353), ('penindasan', 0.6270246505737305), ('kerusuhan', 0.626794159412384)]"
3,penundaan,"[('keterlambatan', 0.8048229813575745), ('pembatalan', 0.7127600908279419), ('tertunda', 0.661926805973053), ('penghentian', 0.6317380666732788), ('kegagalan', 0.6224719285964966), ('kebocoran', 0.5979722142219543), ('kebangkrutan', 0.5971903800964355), ('ditunda', 0.5968561172485352), ('ketidaknyamanan', 0.5881335735321045), ('kendala', 0.5826480984687805)]"
3,penyalaan,"[('dinyalakan', 0.6546722650527954), ('pengapian', 0.5809205174446106), ('penyulutan', 0.5790520906448364), ('pembakaran', 0.557178258895874), ('menyalakan', 0.5499062538146973), ('pemadaman', 0.531427800655365), ('pemantik', 0.5284423232078552), ('penyembur', 0.5173640847206116), ('pengelasan', 0.5147426724433899), ('pendinginan', 0.5094470381736755)]"
3,penyanderaan,"[('penembakan', 0.6761556267738342), ('pembantaian', 0.6617720127105713), ('penculikan', 0.6434455513954163), ('pembajakan', 0.5973216891288757), ('penggerebekan', 0.5842928290367126), ('penyergapan', 0.5777813196182251), ('perampokan', 0.5707203149795532), ('pengeboman', 0.5702424645423889), ('malari', 0.5606777667999268), ('pembunuhan', 0.5606095194816589)]"
3,penyerangan,"[('penyerbuan', 0.8601610660552979), ('serbuan', 0.7704987525939941), ('serangan', 0.7610453963279724), ('penyergapan', 0.7428279519081116), ('invasi', 0.7410745620727539), ('serangannya', 0.6836214661598206), ('pengepungan', 0.664627730846405), ('pengejaran', 0.6622415781021118), ('pengeboman', 0.6618682742118835), ('penyusupan', 0.6532052755355835)]"
3,penyerempetan,"[('tenggelamnya', 0.6436713337898254), ('sewol', 0.5446885824203491), ('karamnya', 0.4780648350715637), ('karam', 0.4723900854587555), ('pesiarnya', 0.4559410512447357), ('tanker', 0.444175124168396), ('pesiar', 0.44161173701286316), ('penutuhan', 0.44059377908706665), ('berbendera', 0.4389183223247528), ('baheram', 0.4379544258117676)]"
3,penyiksaan,"[('penahanan', 0.7218238115310669), ('pemerkosaan', 0.7057971358299255), ('penganiayaan', 0.6976706981658936), ('intimidasi', 0.6960660815238953), ('kekejaman', 0.6921652555465698), ('penindasan', 0.6766924262046814), ('interogasi', 0.650989830493927), ('perkosaan', 0.6495427489280701), ('pemukulan', 0.6481131911277771), ('siksaan', 0.6422693133354187)]"
3,penyusutan,"[('penurunan', 0.7027947902679443), ('penipisan', 0.7025688290596008), ('berkurangnya', 0.6972119808197021), ('fluktuasi', 0.6962299346923828), ('pertambahan', 0.685535192489624), ('deforestasi', 0.6828290820121765), ('deformasi', 0.6774123311042786), ('pengurangan', 0.6759178042411804), ('sedimentasi', 0.6690062880516052), ('dekomposisi', 0.6569873094558716)]"
3,perambahan,"[('penggundulan', 0.703971803188324), ('deforestasi', 0.633312463760376), ('pembalakan', 0.59754478931427), ('penebangan', 0.5723327398300171), ('perusakan', 0.5657589435577393), ('monokultur', 0.5565987229347229), ('menyusutnya', 0.546124279499054), ('teutoburg', 0.5407500267028809), ('hutannya', 0.5362141132354736), ('erosi', 0.532799243927002)]"
3,pergolakan,"[('gejolak', 0.7373648881912231), ('kekacauan', 0.7153489589691162), ('kekisruhan', 0.6999120116233826), ('ketidakstabilan', 0.6795229315757751), ('pertikaian', 0.6691262722015381), ('perpecahan', 0.6633957028388977), ('kericuhan', 0.6612991094589233), ('ketegangan', 0.6513792276382446), ('intrik', 0.6499012112617493), ('kerusuhan', 0.6465431451797485)]"
3,peristiwa,"[('kejadian', 0.7391916513442993), ('insiden', 0.6417394876480103), ('tragedi', 0.6381638646125793), ('pembantaian', 0.6025719046592712), ('kerusuhan', 0.5860031843185425), ('musibah', 0.5328576564788818), ('fenomena', 0.5245369672775269), ('peritiwa', 0.5233412981033325), ('rentetan', 0.5096399784088135), ('mukjizat', 0.5000601410865784)]"
3,perpecahan,"[('pertikaian', 0.7524626851081848), ('ketegangan', 0.7461133003234863), ('pertentangan', 0.714240312576294), ('keretakan', 0.7131168842315674), ('perselisihan', 0.7047147154808044), ('percekcokan', 0.672659158706665), ('kekacauan', 0.6704102754592896), ('perseteruan', 0.6700601577758789), ('pergolakan', 0.6633956432342529), ('kegemparan', 0.6511688828468323)]"
3,pertikaian,"[('perselisihan', 0.8758363127708435), ('perseteruan', 0.8228603005409241), ('pertentangan', 0.7790131568908691), ('persengketaan', 0.7740505337715149), ('permusuhan', 0.7704347372055054), ('pertengkaran', 0.7702149152755737), ('konflik', 0.7600510120391846), ('ketegangan', 0.7595289349555969), ('percekcokan', 0.7545015811920166), ('perpecahan', 0.7524626851081848)]"
3,perusakan,"[('pengrusakan', 0.7850393652915955), ('penjarahan', 0.6664246916770935), ('penghancuran', 0.6485493183135986), ('vandalisme', 0.6272429823875427), ('pencurian', 0.6242338418960571), ('penyiksaan', 0.6116913557052612), ('deforestasi', 0.6104601621627808), ('pembalakan', 0.6056646108627319), ('perampasan', 0.6038244366645813), ('fragmentasi', 0.5984376668930054)]"
3,pesiarnya,"[('pesiar', 0.6964586973190308), ('karam', 0.6457911729812622), ('penutuhan', 0.6369796395301819), ('menumpangi', 0.6135814785957336), ('selamnya', 0.6096920371055603), ('keruk', 0.6083498001098633), ('karamnya', 0.6062079668045044), ('tenggelamnya', 0.6021820902824402), ('samudraraksa', 0.6020079851150513), ('baheram', 0.5949321985244751)]"
3,petaka,"[('azab', 0.6147025227546692), ('berkah', 0.601848304271698), ('sial', 0.5817899703979492), ('juleha', 0.5594754815101624), ('suamiku', 0.5522178411483765), ('cintaku', 0.540338933467865), ('soleha', 0.5384310483932495), ('kado', 0.5379735827445984), ('istriku', 0.5358860492706299), ('pemikat', 0.5353365540504456)]"
3,pilek,"[('diare', 0.8397655487060547), ('konstipasi', 0.8289996385574341), ('bronkitis', 0.8269652724266052), ('artritis', 0.8241376280784607), ('gastroenteritis', 0.8230498433113098), ('sinusitis', 0.8151628375053406), ('batuk', 0.8119509220123291), ('hipertensi', 0.8098616003990173), ('anemia', 0.8024122714996338), ('herpes', 0.7991272807121277)]"
3,pneumonia,"[('tuberkulosis', 0.8608365058898926), ('leukemia', 0.8530529737472534), ('meningitis', 0.8144362568855286), ('sifilis', 0.806399405002594), ('komplikasi', 0.8060018420219421), ('leukimia', 0.7972928881645203), ('bronkitis', 0.797254204750061), ('gastroenteritis', 0.7968218326568604), ('disentri', 0.7930195331573486), ('anemia', 0.791783332824707)]"
3,polio,"[('campak', 0.7797502279281616), ('tetanus', 0.7771064639091492), ('influenza', 0.7662497162818909), ('difteri', 0.7652393579483032), ('hepatitis', 0.7619521617889404), ('leukemia', 0.7571851015090942), ('rabies', 0.7568671107292175), ('tuberkulosis', 0.7392871379852295), ('vaksinasi', 0.7303372025489807), ('malaria', 0.7142626643180847)]"
3,rabies,"[('difteri', 0.7870836853981018), ('influenza', 0.7742043733596802), ('tetanus', 0.7702262997627258), ('campak', 0.7701467871665955), ('leukemia', 0.7601237297058105), ('polio', 0.7568670511245728), ('herpes', 0.7489662170410156), ('pilek', 0.7378036379814148), ('hepatitis', 0.7359896898269653), ('hpv', 0.7347418665885925)]"
3,rawan,"[('rentan', 0.6192443370819092), ('terdampak', 0.6036697030067444), ('berbahaya', 0.5316829085350037), ('kekeringan', 0.5263607501983643), ('longsor', 0.5263219475746155), ('parah', 0.5227357745170593), ('sensitif', 0.5103197693824768), ('erosi', 0.5049512982368469), ('berpotensi', 0.5022476315498352), ('terparah', 0.49542248249053955)]"
3,rms,"[('titanic', 0.6031090617179871), ('hms', 0.6011672019958496), ('tenggelamnya', 0.5655032992362976), ('uss', 0.5180370211601257), ('penenggelaman', 0.5044478178024292), ('ship', 0.49982351064682007), ('jenice', 0.4946232736110687), ('yorktown', 0.49369847774505615), ('tanker', 0.4933064579963684), ('lusitania', 0.49009549617767334)]"
3,roboh,"[('ambruk', 0.8133310079574585), ('runtuh', 0.7259053587913513), ('hancur', 0.7102491855621338), ('tertimpa', 0.7034651637077332), ('musnah', 0.6772379875183105), ('terbakar', 0.6758123636245728), ('rusak', 0.6490820646286011), ('menabrak', 0.6354398727416992), ('tertimbun', 0.6312342286109924), ('dibongkar', 0.6212449669837952)]"
3,rubella,"[('cmv', 0.8551947474479675), ('adenovirus', 0.8072342872619629), ('toxoplasma', 0.803437352180481), ('pertusis', 0.8015169501304626), ('enteritis', 0.7934777736663818), ('chlamydia', 0.7930973768234253), ('haemophilus', 0.7863630652427673), ('meningokokus', 0.7860007882118225), ('beguk', 0.7794070839881897), ('typhoid', 0.7793895602226257)]"
3,runtuhnya,"[('keruntuhan', 0.8106696009635925), ('jatuhnya', 0.7589079141616821), ('kejatuhan', 0.7551096677780151), ('hancurnya', 0.6946635842323303), ('pecahnya', 0.6566779613494873), ('meletusnya', 0.6556121706962585), ('berakhirnya', 0.654753565788269), ('bangkitnya', 0.6487983465194702), ('runtuh', 0.6441292762756348), ('tumbangnya', 0.6373645067214966)]"
3,rusak,"[('hancur', 0.7111809849739075), ('roboh', 0.6490821242332458), ('ambruk', 0.6332728862762451), ('terbakar', 0.59646075963974), ('tergores', 0.5899067521095276), ('macet', 0.5833240151405334), ('terluka', 0.5547909140586853), ('tertimpa', 0.5505363941192627), ('diperbaiki', 0.5498374700546265), ('runtuh', 0.5478008389472961)]"
